name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
CLUBHOUSE AT RANCHO SOLANO,3250 RANCHO SOLANO PKWY FAIRFIELD CA 94534,False,"FAIRFIELD 33045, FAIRFIELD 33047",False,-122.0731,38.29173
COMMUNITY PRESBYTERIAN CHURCH,2800 GEORGIA ST VALLEJO CA 94591,False,VALLEJO 27175,False,-122.22382,38.10022
COMMUNITY UNITED METHODIST CH,1875 FAIRFIELD AVE FAIRFIELD CA 94533,False,FAIRFIELD 33075,False,-122.04654,38.26247
CONGREGATION BNAI ISRAEL,1256 NEBRASKA ST VALLEJO CA 94590,False,VALLEJO 17220,False,-122.23564,38.11371
COOPER SCHOOL,750 CHRISTINE DR VACAVILLE CA 95687,False,"VACAVILLE 56050, VACAVILLE 56062",False,-121.94427,38.35638
COUNTRY CLUB ESTATES MHP,1800 E TABOR AVE FAIRFIELD CA 94533,False,"FAIRFIELD 33245, FAIRFIELD 33247, FAIRFIELD 33249, FAIRFIELD 33250, FAIRFIELD 39250, FAIRFIELD 33255",False,-121.99352,38.26785
COVENANT COMMUNITY CHURCH,3870 ALAMO DR VACAVILLE CA 95687,False,VACAVILLE 56160,False,-121.93678,38.33574
CROSSROADS CHRISTIAN CHURCH,190 BUTCHER RD VACAVILLE CA 95687,False,VACAVILLE 46190,False,-121.99892,38.34351
DIXON MOOSE LODGE,180 W B ST DIXON CA 95620,False,"DIXON 42445, DIXON 42455, DIXON 42465, DIXON 49048, DIXON 49049, DIXON 49210, DIXON 49214",False,-121.82339,38.44674
DIXON SENIOR CENTER,201 S FIFTH ST DIXON CA 95620,False,"DIXON 42170, DIXON 42172, DIXON 42175, DIXON 42173",False,-121.81724,38.44444
FAIRFIELD FIRST BAPTIST CH.,1108 WASHINGTON ST FAIRFIELD CA 94533,False,"FAIRFIELD 33190, FAIRFIELD 33195",False,-122.03868,38.25414
FAIRFIELD/SUISUN SCHOOL DISTRICT OFC,2490 HILBORN RD FAIRFIELD CA 94534,False,"FAIRFIELD 33042, FAIRFIELD 33043, FAIRFIELD 33044",False,-122.05062,38.2762
FAITH BIBLE CHURCH,901 SOLANO AVE VALLEJO CA 94590,False,"VALLEJO 27070, VALLEJO 27072",False,-122.2454,38.09714
FELLOWSHIP UNITED METH. CHURCH,140 LADERA DR VALLEJO CA 94591,False,"VALLEJO 27090, VALLEJO 27095",False,-122.221,38.08192
FILIPINO CULTURAL CENTER,611 AMADOR ST VALLEJO CA 94590,False,VALLEJO 17190,False,-122.24361,38.10538
FIRST PRESBYTERIAN CHURCH,1350 AMADOR ST VALLEJO CA 94590,False,VALLEJO 17205,False,-122.24285,38.11339
FOXBORO ELEMENTARY SCHOOL,600 MORNING GLORY DR VACAVILLE CA 95687,False,VACAVILLE 56110,False,-121.96575,38.32554
FRIENDSHIP BAPTIST HALL,1905 FLORIDA ST VALLEJO CA 94590,False,"VALLEJO 17180, VALLEJO 27073, VALLEJO 27075, VALLEJO 29840",False,-122.23626,38.10444
GLEN COVE SCHOOL - LIBRARY,501 GLEN COVE PKWY VALLEJO CA 94591,False,VALLEJO 27115,False,-122.20808,38.07501
GRACE EPISCOPAL CHURCH,1405 KENTUCKY FAIRFIELD CA 94533,False,"FAIRFIELD 33070, FAIRFIELD 33072, FAIRFIELD 33082",False,-122.05296,38.25157
GREEN VALLEY MIDDLE SCHOOL,1350 GOLD HILL RD FAIRFIELD CA 94534,False,FAIRFIELD 23020,False,-122.13841,38.17507
GVRD COMMUNITY SERVICES BLDG.,401 AMADOR ST VALLEJO CA 94590,False,VALLEJO 17185,False,-122.2438,38.10319
HARVEST CHURCH,126 PEABODY RD VACAVILLE CA 95687,False,VACAVILLE 46380,False,-121.9774,38.35255
HIDDENBROOKE GOLF CLUB,1095 HIDDENBROOKE PKWY VALLEJO CA 94591,False,VALLEJO 17380,False,-122.17908,38.15557
HILLCREST BAPTIST CHURCH,800 LIGHTHOUSE DR VALLEJO CA 94590,False,VALLEJO 17140,False,-122.27037,38.12122
HOGAN MIDDLE SCHOOL,850 ROSEWOOD AVE VALLEJO CA 94591,False,VALLEJO 17335,False,-122.21504,38.1018
IRON STEED HARLEY-DAVIDSON,100 AUTO CENTER DR VACAVILLE CA 95687,False,"VACAVILLE 56010, VACAVILLE 56015",False,-121.94117,38.37927
JESSE BETHEL HIGH SCHOOL,1800 ASCOT PKWY VALLEJO CA 94591,False,"VALLEJO 17290, VALLEJO 17292",False,-122.20485,38.12057
K I JONES SCHOOL,2001 WINSTON DR FAIRFIELD CA 94533,False,"FAIRFIEL 33005, FAIRFIELD 33010",False,-122.06077,38.26832
KROC CENTER,586 E WIGEON WAY SUISUN CA 94585,False,"SUISUN 35053, SUISUN 35055, SUISUN 55005, SUISUN 55007",False,-122.00853,38.24808
LIBERTY CHURCH,2641 N TEXAS ST FAIRFIELD CA 94533,False,"FAIRFIELD 53100, FAIRFIELD 53105",False,-122.03598,38.27703
MACEDONIA CHURCH,425 WALTERS RD SUISUN CA 94585,False,"SUISUN 35057, SUISUN 55025",False,-121.98757,38.24511
MARE ISLAND MUSEUM,1100 RAILROAD AVE VALLEJO CA 94592,False,VALLEJO 27020,False,-122.26992,38.09847
MASONIC TEMPLE,101 TEMPLE WAY VALLEJO CA 94591,False,"VALLEJO 17390, VALLEJO 17395, VALLEJO 17397, VALLEJO 19400",False,-122.21243,38.11161
MISSION CHURCH,6391 LEISURE TOWN RD VACAVILLE CA 95687,False,VACAVILLE 56020,False,-121.93516,38.36723
MOOSE LODGE,6585 GIBSON CANYON RD VACAVILLE CA 95688,False,"VACAVILLE 46123, VACAVILLE 49120, VACAVILLE 49122, VACAVILLE 49124, VACAVILLE 49126, VACAVILLE 49128",False,-121.99733,38.37687
NELSON COMMUNITY CENTER,611 VILLAGE DR SUISUN CA 94585,False,"SUISUN 35020, SUISUN 35025",False,-122.02464,38.24693
NEW HARBOR CHURCH,4858 E 2ND ST BENICIA CA 94510,False,BENICIA 21130,False,-122.12661,38.08032
NEW HOPE CHRISTIAN FELLOWSHIP,4910 ALLISON PKWY VACAVILLE CA 95688,False,"VACAVILLE 46150, VACAVILLE 46157, VACAVILLE 49150, VACAVILLE 49157, VACAVILLE 49159",False,-121.9694,38.38681
NORMAN C. KING COMMUNITY CTR.,545 MAGAZINE ALY VALLEJO CA 94590,False,"VALLEJO 27050, VALLEJO 29830",False,-122.23862,38.08172
NORTH VALLEJO COMMUNITY CTR.,1121 WHITNEY AVE VALLEJO CA 94589,False,VALLEJO 17050,False,-122.23636,38.14627
NUT TREE AIRPORT,301 COUNTY AIRPORT DR VACAVILLE CA 95688,False,"VACAVILLE 46115, VACAVILLE 46120",False,-121.95962,38.37539
ORCHARD SCHOOL,805 N ORCHARD AVE VACAVILLE CA 95688,False,"VACAVILLE 46010, VACAVILLE 46012, VACAVILLE 46014, VACAVILLE 46016, VACAVILLE 49785, VACAVILLE 49800",False,-122.0037,38.37742
OUR LADY OF MT. CARMEL CHURCH,2700 DOVER AVE FAIRFIELD CA 94533,False,FAIRFIELD 53080,False,-122.02372,38.27913
ROCKVILLE BIBLE CHURCH,720 LINK RD FAIRFIELD CA 94534,False,FAIRFIELD 23050,False,-122.12217,38.2157
RODRIGUEZ HIGH SCHOOL,5000 RED TOP RD FAIRFIELD CA 94534,False,FAIRFIELD 23016,False,-122.14426,38.1994
SECOND BAPTIST CHURCH,1170 BENICIA RD VALLEJO CA 94591,False,"VALLEJO 27185, VALLEJO 27190, VALLEJO 29187",False,-122.21318,38.0916
SOLANO COMM COLLEGE - VJO,1687 N ASCOT PARK VALLEJO CA 94591,False,"VALLEJO 17285, VALLEJO 17288",False,-122.21086,38.13283
SOLANO COUNTY FAIRGROUNDS,900 FAIRGROUNDS DR VALLEJO CA 94589,False,"VALLEJO 17115, VALLEJO 17120",False,-122.22293,38.13996
SOLANO COUNTY OFFICE OF ED.,5100 BUSINESS CENTER DR FAIRFIELD CA 94534,False,"FAIRFIELD 23005, FAIRFIELD 29405, FAIRFIELD 29410, FAIRFIELD 29415, FAIRFIELD 29420, FAIRFIELD 33115, FAIRFIELD 33133, FAIRFIELD 33135, FAIRFIELD 39406, FAIRFIELD 39445, FAIRFIELD 39450",False,-122.14416,38.21713
SOLANO MIDDLE SCHOOL,1025 CORCORAN AVE VALLEJO CA 94589,False,"VALLEJO 17045, VALLEJO 17040",False,-122.23997,38.15344
SOLANO VALLEY CHURCH,1307 OLIVER RD FAIRFIELD CA 94534,False,"FAIRFIELD 33015, FAIRFIELD 33017",False,-122.0679,38.25534
ST CATHERINE OF SIENNA,3450 TENNESSEE ST VALLEJO CA 94591,False,"VALLEJO 17265, VALLEJO 17270, VALLEJO 17275",False,-122.20507,38.11008
ST STEPHEN CME CHURCH,2301 UNION AVE FAIRFIELD CA 94533,False,"FAIRFIELD 33260, FAIRFIELD 33263, FAIRFIELD 33265, FAIRFIELD 33267",False,-122.04126,38.27109
ST. JOSEPHS PARISH,1791 MARSHALL RD VACAVILLE CA 95687,False,"VACAVILLE 56107, VACAVILLE 56109",False,-121.95358,38.34586
SUISUN CITY HALL,701 CIVIC CENTER BLVD SUISUN CA 94585,False,SUISUN 35005,False,-122.03691,38.23801
SUISUN CITY LIBRARY,601 PINTAIL DR SUISUN CA 94585,False,SUISUN 35035,False,-122.01,38.24886
Solano County Registrar of Voters,675 TEXAS ST SUITE 2600 FAIRFIELD CA 94533,False,Locality wide location,False,-122.04123,38.24781
THE FATHERS HOUSE,4800 HORSE CREEK DR VACAVILLE CA 95688,False,"VACAVILLE 46180, VACAVILLE 46185",False,-121.95184,38.37825
THE GATEWAY,1315 MILITARY W BENICIA CA 94510,False,"BENICIA 21035, BENICIA 21045",False,-122.17926,38.06696
THE LIGHTHOUSE AT GLEN COVE MARINA,2000 GLEN COVE MARINA RD VALLEJO CA 94591,False,VALLEJO 27110,False,-122.21378,38.06778
THE REFUGE,2601 NUT TREE RD SUITE C VACAVILLE CA 95687,False,VACAVILLE 56105,False,-121.95368,38.33406
THRIVE CHURCH,190 BELLA VISTA RD VACAVILLE CA 95687,False,"VACAVILLE 46210, VACAVILLE 46212",False,-121.98863,38.34782
TRILOGY AT RIO VISTA,990 SUMMERSET DR RIO VISTA CA 94571,False,"RIO VISTA 54020, RIO VISTA 54025",False,-121.71778,38.18063
TRINITY BAPTIST CHURCH,401 W MONTE VISTA AVE VACAVILLE CA 95688,False,"VACAVILLE 46065, VACAVILLE 46067, VACAVILLE 46069",False,-122.0018,38.35863
TURNER ELEMENTARY SCHOOL,540 ROSE DR BENICIA CA 94510,False,"BENICIA 21132, BENICIA 21135",False,-122.15981,38.08803
ULATIS CULTURAL CENTER,1000 ULATIS DR VACAVILLE CA 95687,False,"VACAVILLE 46400, VACAVILLE 46405",False,-121.96344,38.3558
UNION BAPTIST CHURCH,128 ENCERTI AVE 94589 VALLEJO CA 94589,False,VALLEJO 17100,False,-122.24862,38.13971
VACA CH OF JESUS CHRIST OF LDS,480 WRENTHAM DR VACAVILLE CA 95688,False,VACAVILLE 46130,False,-121.98437,38.38792
VACA PENA MIDDLE SCHOOL,200 KEITH WAY VACAVILLE CA 95687,False,VACAVILLE 56190,False,-121.95219,38.34926
VACA. COMM. PRESBYTERIAN CH.,425 HEMLOCK ST VACAVILLE CA 95688,False,"VACAVILLE 46020, VACAVILLE 46025, VACAVILLE 46030, VACAVILLE 46040",False,-122.00236,38.3639
VACA. SEVENTH DAY ADVENT. CH.,4740 ALLENDALE RD VACAVILLE CA 95688,False,"VACAVILLE 49730, VACAVILLE 49731, VACAVILLE 49733, VACAVILLE 49735, VACAVILLE 49736, VACAVILLE 49737",False,-121.95375,38.45202
VACAVILLE CITY HALL,650 MERCHANT ST VACAVILLE CA 95688,False,"VACAVILLE 46060, VACAVILLE 46063, VACAVILLE 46068, VACAVILLE 46070",False,-121.99486,38.35083
VACAVILLE FIRE STATION 65,6080 A ST ELMIRA CA 95625,False,"VACAVILLE 56200, VACAVILLE 59700, VACAVILLE 59710, VACAVILLE 59722",False,-121.90913,38.34923
VACAVILLE FIRE STATION 75,111 COGBURN CIR VACAVILLE CA 95687,False,"VACAVILLE 56150, VACAVILLE 56155",False,-121.94362,38.3264
VACAVILLE FIRST BAPTIST CHURCH,1127 DAVIS STA VACAVILLE CA 95687,False,"VACAVILLE 46270, VACAVILLE 46275",False,-121.98508,38.33793
VALLEJO CITY HALL,555 SANTA CLARA ST VALLEJO CA 94590,False,"VALLEJO 17310, VALLEJO 17315",False,-122.26056,38.10236
VALLEJO VETERANS BUILDING,420 ADMIRAL CALLAGHAN LN VALLEJO CA 94591,False,"VALLEJO 17240, VALLEJO 17243",False,-122.22926,38.11835
VALLEJO WOMENS CLUB,200 VALLE VISTA AVE VALLEJO CA 94590,False,"VALLEJO 17110, VALLEJO 17112",False,-122.25153,38.12004
VETERANS MEMORIAL HALL,1305 N 1ST ST DIXON CA 95620,False,"DIXON 42110, DIXON 42115, DIXON 42105, DIXON 42120",False,-121.82295,38.4585
WAYSIDE UNITED METHODIST CH.,2309 COLUMBUS PKWY VALLEJO CA 94591,False,VALLEJO 27130,False,-122.20099,38.09782
WORD OF FAITH CHRISTIAN CENTER,650 PARKER RD FAIRFIELD CA 94533,False,"TRAVIS 53005, TRAVIS 53007",False,-121.95896,38.27366
