geoid,countyfp,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth,pop20,areakm,popdens,pollvoter_dens,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag
6017030507,17,0.8813,0.91987,0.90311,0.74818,1718,100.65404,17.06837,0.01158,0.0033,0.0112,1,1.0,0,0.14323,0,0.04694,0,0.13261,1,0.0,1,0.00334,1,0.11176,0,0.0,1,0.83028,0,0.0,1,0.0,1,0.0,1,0.1055,0,0.00334,1,0.00292,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.00828,0.0,1
6017030601,17,0.91186,0.85391,0.98437,0.86129,5090,177.11177,28.73891,0.02656,0.00635,0.0,1,0.99246,0,0.08608,1,0.05288,0,0.07014,1,0.00514,1,0.0,1,0.02442,1,0.0,1,0.92857,0,0.00349,1,0.0,1,0.0,1,0.01708,1,0.0,1,0.0,1,0.0,1,0.0,1,0.00239,1,0.00275,1,0.0,1,0.0,1,0.03044,0.10061,0
6017030603,17,0.91083,0.90639,0.96105,0.85167,3407,1245.55431,2.73533,0.01218,0.00902,0.00373,1,0.97664,0,0.10861,0,0.11178,0,0.06543,1,0.02617,0,0.01445,1,0.07088,0,0.00136,1,0.85796,0,0.0,1,0.0,1,0.0,1,0.05589,0,0.00818,1,0.0,1,0.0,1,0.0169,1,0.00382,1,0.00763,1,0.0,1,0.0,1,0.02082,0.36776,0
6017030604,17,0.86708,0.8955,0.84065,0.86349,821,177.15572,4.63434,0.00542,0.00221,0.00541,1,0.9876,0,0.15895,0,0.148,0,0.0493,1,0.00556,1,0.00417,1,0.10466,0,0.00291,1,0.86196,0,0.00215,1,0.0,1,0.0,1,0.0967,0,0.00063,1,0.00228,1,0.0,1,0.00164,1,0.00392,1,0.0,1,0.0,1,0.0,1,0.00542,0.26508,0
6017030605,17,0.89463,0.76697,0.88134,0.73816,1697,40.96047,41.43019,0.00827,0.00221,0.00541,1,0.9876,0,0.15895,0,0.148,0,0.0493,1,0.00556,1,0.00417,1,0.10466,0,0.00291,1,0.86196,0,0.00215,1,0.0,1,0.0,1,0.0967,0,0.00063,1,0.00228,1,0.0,1,0.00164,1,0.00392,1,0.0,1,0.0,1,0.0,1,0.01058,0.29479,0
6017030606,17,0.88819,0.84808,0.92863,0.78334,4045,139.63969,28.96741,0.03152,0.01088,0.00541,1,0.9876,0,0.15895,0,0.148,0,0.0493,1,0.00556,1,0.00417,1,0.10466,0,0.00291,1,0.86196,0,0.00215,1,0.0,1,0.0,1,0.0967,0,0.00063,1,0.00228,1,0.0,1,0.00164,1,0.00392,1,0.0,1,0.0,1,0.0,1,0.02484,0.0,1
6017030701,17,0.90591,0.90859,0.91789,0.89151,6187,19.23439,321.66344,0.03366,0.01408,0.05312,1,0.98543,0,0.0635,0,0.05432,0,0.0741,1,0.07686,0,0.0,1,0.06405,0,0.01119,1,0.82796,0,0.00422,1,0.0,1,0.0,1,0.04508,0,0.0,1,0.00308,1,0.03697,1,0.01022,1,0.01622,1,0.00519,1,0.00341,1,0.0,1,0.03222,0.00608,0
6017030706,17,0.88891,0.83854,0.92548,0.85934,6580,7.6703,857.85434,0.04131,0.01387,0.02821,1,0.9831,0,0.03284,1,0.04704,0,0.06562,1,0.06793,0,0.02526,0,0.12785,0,0.0,1,0.69701,0,0.03743,1,0.0,1,0.0,1,0.05792,0,0.01047,1,0.01094,1,0.0288,1,0.00431,1,0.02788,1,0.00231,1,0.00462,1,0.0,1,0.03097,0.0,1
6017030709,17,0.91761,0.96069,0.94092,0.92162,5066,13.75759,368.2331,0.02196,0.01921,0.01455,1,0.99501,0,0.06434,0,0.03577,0,0.05578,1,0.07601,0,0.00873,1,0.0792,0,0.0,1,0.7971,0,0.0,1,0.0,1,0.0,1,0.07068,0,0.0,1,0.0,1,0.03896,1,0.00937,1,0.00468,1,0.01682,1,0.00298,1,0.0,1,0.02345,0.0,1
6017030710,17,0.90532,0.89475,0.94975,0.88006,5950,7.89629,753.51877,0.0344,0.01138,0.0237,1,0.99544,0,0.05734,0,0.02128,1,0.06343,1,0.08829,0,0.01929,1,0.11931,0,0.0,1,0.73653,0,0.00338,1,0.00199,1,0.0,1,0.08153,0,0.00278,1,0.01133,1,0.00935,1,0.01949,1,0.00696,1,0.00239,1,0.01849,1,0.0181,1,0.02609,0.0,1
6017030711,17,0.92469,0.88859,0.88522,0.86814,6524,23.01946,283.41239,0.02591,0.09151,0.04149,0,0.95647,0,0.04868,0,0.02302,1,0.07363,1,0.08863,0,0.01385,1,0.03833,0,0.00229,1,0.7914,0,0.00042,1,0.0,1,0.0,1,0.03395,0,0.0025,1,0.00146,1,0.02822,0,0.00687,1,0.03499,1,0.0,1,0.00104,1,0.01427,1,0.02716,0.0,1
6017030712,17,0.918,0.92911,0.94822,0.86788,5121,120.08371,42.64525,0.02365,0.00335,0.04149,0,0.95647,0,0.04868,0,0.02302,1,0.07363,1,0.08863,0,0.01385,1,0.03833,0,0.00229,1,0.7914,0,0.00042,1,0.0,1,0.0,1,0.03395,0,0.0025,1,0.00146,1,0.02822,0,0.00687,1,0.03499,1,0.0,1,0.00104,1,0.01427,1,0.01979,0.0,1
6017030801,17,0.9061,0.91904,0.95447,0.87391,4355,62.67791,69.48222,0.02698,0.00281,0.07472,1,0.97362,0,0.15387,0,0.04769,0,0.0825,1,0.02407,1,0.00324,1,0.20776,0,0.02459,1,0.71033,0,0.0,1,0.0,1,0.0,1,0.16082,0,0.0,1,0.02206,1,0.01698,1,9e-05,1,0.00152,1,0.00143,1,0.00402,1,0.0,1,0.02679,0.03108,0
6017030804,17,0.909,0.86874,0.85695,0.89495,6709,68.91634,97.34992,0.03493,0.05516,0.0238,1,0.97163,0,0.12203,0,0.05721,0,0.08128,1,0.01785,1,0.01018,1,0.09942,0,0.00266,1,0.8606,0,0.03186,1,0.0,1,0.0,1,0.04293,0,0.0,1,0.0,1,0.00679,1,0.00723,1,0.00384,1,0.0,1,0.0,1,0.0,1,0.0368,0.03791,0
6017030807,17,0.88513,0.83217,0.88868,0.85373,4052,4.81264,841.94959,0.0249,0.01367,0.0148,1,0.99998,0,0.04014,0,0.03849,1,0.09504,1,0.03742,0,0.01098,1,0.06197,0,0.00399,1,0.8669,0,0.0,1,0.0,1,0.0,1,0.04699,0,1e-05,1,0.0,1,0.00249,1,0.00399,1,0.00949,1,0.0,1,0.0182,1,0.0,1,0.02189,0.09837,0
6017030808,17,0.89946,0.87064,0.87973,0.8509,6738,5.8641,1149.02532,0.03884,0.00255,0.03101,1,0.97156,0,0.08365,0,0.03734,0,0.07384,1,0.03245,0,0.01259,1,0.18476,0,1e-05,1,0.71971,0,0.00238,1,0.0,1,0.0,1,0.15758,0,0.00793,1,0.0,1,0.00018,1,0.00639,1,0.01463,1,0.0061,1,0.00401,1,0.0,1,0.03195,0.0,1
6017030809,17,0.87109,0.85945,0.76347,0.7726,2560,2.20653,1160.19258,0.01719,0.00558,0.01477,1,0.9774,0,0.05218,0,0.13717,0,0.0873,1,0.01962,1,0.01402,0,0.15378,0,0.0,1,0.78294,0,0.0024,1,0.0,1,0.0,1,0.12375,0,0.0,1,0.0,1,0.0,1,0.01081,1,0.0028,1,0.004,1,0.0,1,0.0,1,0.01248,0.0,1
6017030810,17,0.90267,0.87393,0.85793,0.89362,3652,2.69022,1357.50937,0.01664,0.00748,0.04735,1,0.98745,0,0.11796,0,0.14049,0,0.05236,1,0.02631,0,0.01073,1,0.21252,0,0.0,1,0.706,0,0.0,1,0.00843,1,0.0,1,0.17931,0,0.01149,1,0.0,1,0.0,1,0.00128,1,0.00945,1,0.00639,1,0.0092,1,0.0,1,0.02012,0.18937,0
6017030811,17,0.91203,0.92516,0.92259,0.88516,1692,1.51325,1118.12581,0.00858,0.00183,0.02087,1,0.89623,0,0.0801,0,0.09817,0,0.08854,1,0.03869,1,0.00054,1,0.15787,0,0.0,1,0.78382,0,0.0047,1,0.0043,1,0.0,1,0.12387,0,0.0,1,0.00255,1,0.00094,1,0.00349,1,0.01061,1,0.00134,1,0.0,1,0.0,1,0.00968,0.05876,0
6017030812,17,0.91092,0.87257,0.96465,0.87109,5820,23.04891,252.50648,0.02925,0.02781,0.02087,1,0.89623,0,0.0801,0,0.09817,0,0.08854,1,0.03869,1,0.00054,1,0.15787,0,0.0,1,0.78382,0,0.0047,1,0.0043,1,0.0,1,0.12387,0,0.0,1,0.00255,1,0.00094,1,0.00349,1,0.01061,1,0.00134,1,0.0,1,0.0,1,0.03153,0.04866,0
6017030901,17,0.9314,0.95219,0.95794,0.91867,3166,64.93395,48.75724,0.01253,0.00881,0.0075,1,1.0,0,0.10507,0,0.06767,0,0.07751,1,0.04276,1,0.00062,1,0.08643,0,0.03199,1,0.81144,0,0.0,1,0.0,1,0.0,1,0.0606,1,0.00954,1,0.0,1,0.02953,1,0.0,1,0.0,1,0.00277,1,0.00646,1,0.004,1,0.01786,0.06837,0
6017030902,17,0.9182,0.90163,0.91019,0.87043,4843,50.83192,95.27477,0.02279,0.03697,0.0077,1,0.99781,0,0.06516,0,0.04176,0,0.07181,1,0.01038,1,0.00436,1,0.09361,0,0.01411,1,0.85907,0,0.0056,1,0.0,1,0.0,1,0.07223,1,0.00062,1,0.00477,1,0.0,1,0.00311,1,0.00374,1,0.0,1,0.0,1,0.0,1,0.02666,0.0468,0
6017031000,17,0.90883,0.87309,0.95707,0.8405,6335,26.9498,235.06668,0.02811,0.09006,0.02123,1,0.93984,0,0.16255,1,0.13623,0,0.08211,1,0.0436,1,0.0,1,0.13861,0,0.01034,1,0.80267,0,0.0,1,0.0,1,0.0,1,0.12412,0,0.0,1,0.0,1,0.0,1,0.03644,1,0.00716,1,0.0,1,0.0,1,0.0,1,0.03538,0.1614,0
6017031100,17,0.90058,0.85925,0.91191,0.80984,5655,36.92884,153.13233,0.02756,0.01942,0.06016,0,0.94899,0,0.12845,1,0.13534,0,0.06553,1,0.0,1,0.0015,1,0.13913,0,0.00939,1,0.83946,0,0.0,1,0.0,1,0.0,1,0.12861,0,0.0077,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0292,0.09461,0
6017031200,17,0.91006,0.87268,0.99251,0.85034,5163,20.8737,247.3447,0.02352,0.11853,0.01914,1,0.874,0,0.12792,0,0.10856,1,0.06014,1,0.02861,1,0.0183,0,0.15434,0,0.0,1,0.78396,0,0.0,1,0.0,1,0.0,1,0.14247,0,0.00195,1,0.00156,1,0.0,1,0.00487,1,0.01732,1,0.0,1,0.00234,1,0.00214,1,0.02885,0.15173,0
6017031301,17,0.91155,0.93059,1.0,0.89035,3408,47.25188,72.12411,0.01661,0.01081,0.03039,1,0.98601,0,0.14842,0,0.11738,0,0.08745,1,0.03342,1,0.00031,1,0.09639,0,0.00742,1,0.81564,0,0.04997,1,0.0,1,0.0,1,0.04323,0,0.0,1,0.0,1,0.0,1,1e-05,1,0.00257,1,0.00257,1,0.01427,1,0.00571,1,0.01989,0.12661,0
6017031302,17,0.86262,0.83404,0.78968,0.7587,4837,33.24496,145.49574,0.03024,0.01201,0.00344,1,0.93666,0,0.1078,0,0.29176,0,0.04757,1,0.01249,1,0.01008,1,0.08352,1,0.0,1,0.88733,0,0.01206,1,0.0,1,0.0,1,0.05173,1,0.0,1,0.0,1,0.0,1,0.00241,1,0.0,1,0.0,1,0.0,1,0.0,1,0.02438,0.11501,0
6017031404,17,0.90348,0.9327,0.94193,0.87193,2512,41.18758,60.98926,0.01283,0.00871,0.0042,1,0.97118,0,0.1112,0,0.08843,0,0.03717,1,0.01172,1,0.01253,1,0.07273,0,0.00889,1,0.8602,0,0.0,1,0.0,1,0.0,1,0.06545,0,0.00283,1,0.0,1,0.0,1,0.00687,1,0.00364,1,0.0,1,0.0,1,0.00121,1,0.01376,0.10873,0
6017031405,17,0.90758,0.89522,0.86789,0.86556,2488,28.27541,87.99164,0.01282,0.00467,0.0051,1,0.97737,0,0.09483,0,0.04155,0,0.056,1,0.0148,1,0.0024,1,0.0648,0,0.0076,1,0.8796,0,0.0,1,0.0,1,0.0,1,0.0532,0,0.0,1,0.0004,1,0.0044,1,0.0,1,0.002,1,0.0084,1,0.0,1,0.0,1,0.01425,0.09147,0
6017031406,17,0.90488,0.85238,0.88283,0.79918,5538,79.43501,69.71737,0.02859,0.00836,0.00314,1,0.96175,0,0.12127,0,0.10639,0,0.05768,1,0.01384,1,0.0,1,0.07666,0,0.03407,1,0.82023,0,0.0,1,0.0,1,0.0,1,0.06353,0,0.0,1,0.0,1,0.0,1,0.0,1,0.00603,1,0.0,1,0.0,1,0.01171,1,0.02978,0.0597,0
6017031407,17,0.92104,0.83854,0.97751,0.92114,1262,64.28135,19.63245,0.00546,0.00217,0.00069,1,0.96825,0,0.15666,0,0.111,0,0.04381,1,0.01087,0,0.00272,1,0.11156,0,0.00815,1,0.81304,0,0.00543,1,0.0,1,0.0,1,0.08915,0,0.0,1,0.0,1,0.00051,1,0.0,1,0.00577,1,0.00272,1,0.0,1,0.0,1,0.00762,0.14834,0
6017031408,17,0.89021,0.88121,0.86357,0.95841,2142,86.60124,24.73406,0.01334,0.00513,0.00069,1,0.96825,0,0.15666,0,0.111,0,0.04381,1,0.01087,0,0.00272,1,0.11156,0,0.00815,1,0.81304,0,0.00543,1,0.0,1,0.0,1,0.08915,0,0.0,1,0.0,1,0.00051,1,0.0,1,0.00577,1,0.00272,1,0.0,1,0.0,1,0.0127,0.08193,0
6017031409,17,0.90255,0.83554,0.925,0.93134,2399,638.20602,3.75897,0.01247,0.00158,0.00069,1,0.96825,0,0.15666,0,0.111,0,0.04381,1,0.01087,0,0.00272,1,0.11156,0,0.00815,1,0.81304,0,0.00543,1,0.0,1,0.0,1,0.08915,0,0.0,1,0.0,1,0.00051,1,0.0,1,0.00577,1,0.00272,1,0.0,1,0.0,1,0.0152,0.19711,0
6017031503,17,0.92285,0.95263,0.92864,0.86963,2820,99.38045,28.3758,0.01265,0.00291,0.03622,1,0.98053,0,0.08964,0,0.06242,0,0.09323,1,0.03689,0,0.0,1,0.05594,1,0.0,1,0.8788,0,0.00365,1,0.0,1,0.0,1,0.04783,1,0.0,1,0.00446,1,0.0,1,0.00851,1,0.01784,1,0.00527,1,0.0,1,0.0,1,0.01442,0.0,1
6017031504,17,0.89528,0.87225,0.96302,0.82102,5568,59.28129,93.92508,0.03335,0.01513,0.04191,1,0.97671,0,0.11378,0,0.06656,0,0.0701,1,0.01863,1,0.00339,1,0.1832,0,0.00288,1,0.76261,0,0.0,1,0.00152,1,0.0,1,0.1236,0,0.05012,1,0.0,1,0.0,1,0.0,1,0.01541,1,0.0,1,0.0061,1,0.0,1,0.031,0.03326,0
6017031505,17,0.89451,0.87692,0.89105,0.88209,3375,13.16793,256.30455,0.01627,0.04522,0.01481,1,0.84284,0,0.08578,1,0.04976,0,0.02839,1,0.01142,1,0.00302,1,0.04468,0,0.00353,1,0.88493,0,0.0,1,0.00269,1,0.0,1,0.0383,0,0.0,1,0.00168,1,0.0,1,0.0,1,0.0,1,0.00739,1,0.00403,1,0.0,1,0.01831,0.17795,0
6017031506,17,0.90527,0.83927,0.87465,0.85171,2711,13.30967,203.68649,0.01276,0.04807,0.01481,1,0.84284,0,0.08578,1,0.04976,0,0.02839,1,0.01142,1,0.00302,1,0.04468,0,0.00353,1,0.88493,0,0.0,1,0.00269,1,0.0,1,0.0383,0,0.0,1,0.00168,1,0.0,1,0.0,1,0.0,1,0.00739,1,0.00403,1,0.0,1,0.01509,0.12948,0
6017031601,17,0.84743,0.85617,0.89473,0.70273,2087,1.97892,1054.618,0.00794,0.04698,0.19074,1,0.91427,0,0.13371,0,0.21302,0,0.12838,1,0.16506,0,0.0015,1,0.42002,0,0.0,1,0.39717,0,0.02165,1,0.0,1,0.0,1,0.34666,0,0.00541,1,0.02586,1,0.0,1,0.0,1,0.15304,0,0.0,1,0.0,1,0.0,1,0.0081,0.18161,0
6017031602,17,0.82478,0.71936,0.94285,0.73518,1933,6.26366,308.60572,0.00941,0.01949,0.19074,1,0.91427,0,0.13371,0,0.21302,0,0.12838,1,0.16506,0,0.0015,1,0.42002,0,0.0,1,0.39717,0,0.02165,1,0.0,1,0.0,1,0.34666,0,0.00541,1,0.02586,1,0.0,1,0.0,1,0.15304,0,0.0,1,0.0,1,0.0,1,0.00712,0.16309,0
6017031700,17,0.89499,0.85983,0.92058,0.87618,3662,4.38,836.07381,0.02081,0.00224,0.03621,1,0.99771,0,0.03948,1,0.01772,1,0.04138,1,0.1412,0,0.01164,1,0.06068,0,0.0,1,0.71715,0,0.00457,1,0.002,1,0.0,1,0.04272,0,0.00128,1,0.00875,1,0.04658,0,0.02876,0,0.03421,1,0.00285,1,0.01425,1,0.00713,1,0.01685,0.0,1
6017031800,17,0.89924,0.87136,0.90811,0.86692,6904,7.97487,865.71982,0.03536,0.01211,0.04551,0,0.98878,0,0.06112,1,0.02133,1,0.06758,1,0.19689,0,0.01073,1,0.08094,0,0.0029,1,0.63459,0,0.02696,1,0.00275,1,0.0,1,0.0341,1,0.00406,1,0.01087,1,0.07829,0,0.01668,1,0.05132,0,1e-05,1,0.00493,1,0.0103,1,0.02848,0.0,1
6017031900,17,0.9313,0.63071,1.0,1.0,155,493.82387,0.31388,0.00061,0.01141,0.05435,1,1.0,1,0.05263,1,0.11702,0,0.0,1,0.05319,1,0.0,1,0.03191,1,0.0,1,0.91489,0,0.0,1,0.0,1,0.0,1,0.03191,1,0.0,1,0.0,1,0.0,1,0.05319,1,0.0,1,0.0,1,0.0,1,0.0,1,0.00049,0.0,1
6017032001,17,0.96896,1.0,0.71791,0.90597,675,10.24833,65.86438,0.00122,0.00067,0.01218,1,1.0,1,0.0625,1,0.12322,0,0.07762,1,0.01575,1,0.00675,1,0.07199,1,0.06749,1,0.80202,0,0.0045,1,0.0,1,0.0,1,0.05849,1,0.0,1,0.0,1,0.0,1,0.0135,1,0.00225,1,0.0,1,0.0,1,0.0,1,0.00231,0.0,1
6017032002,17,0.9748,0.88851,1.0,0.99899,268,191.57343,1.39894,0.00035,0.00407,0.01218,1,1.0,1,0.0625,1,0.12322,0,0.07762,1,0.01575,1,0.00675,1,0.07199,1,0.06749,1,0.80202,0,0.0045,1,0.0,1,0.0,1,0.05849,1,0.0,1,0.0,1,0.0,1,0.0135,1,0.00225,1,0.0,1,0.0,1,0.0,1,0.00214,0.36816,0
